Month,Day,Year,CaptureTime,BandNumber,Species,Age,Sex,Wing,Mass_g,Culmen,Hallux,Tail,StandardTail,Tarsus,WingPitFat,KeelFat,Crop
11,4,2000,13:24,1207-72652,Red-tailed,A,NA,389,1135,27.1,32.1,207,210,NA,NA,2,0
11,8,2000,10:31,1207-72653,Red-tailed,I,NA,395,1210,28.5,28.5,222,223,NA,NA,3,0
11,14,2000,11:40,1807-82705,Red-tailed,I,NA,367,965,24.8,24.1,217,220,NA,NA,3,0
11,14,2000,11:57,1177-04674,Red-tailed,A,NA,368,905,26.8,27,200,204,NA,NA,0,0.5
11,18,2000,10:47,1177-04675,Red-tailed,I,NA,377,1125,25.3,29.5,220,226,NA,NA,2,0
11,20,2000,11:15,1177-04676,Red-tailed,I,NA,374,950,27.2,29.8,216,224,NA,NA,2,1
11,21,2000,12:03,1177-04677,Red-tailed,A,NA,385,1195,27.3,30.9,216,227,NA,NA,3,0
9,3,2001,13:30,1177-04698,Red-tailed,I,NA,363,1005,25,31.6,222,226,NA,NA,2,0
9,10,2001,14:05,1177-04678,Red-tailed,I,NA,378,995,26.2,30,213,222,NA,NA,2,0
9,12,2001,11:35,1207-72654,Red-tailed,I,NA,405,1170,29.25,39.8,226,230,NA,NA,2,0
9,16,2001,14:00,1177-04679,Red-tailed,I,NA,392,1085,31.2,34.6,210,219,NA,NA,1,0
9,19,2001,11:55,1207-72655,Red-tailed,I,NA,395,1115,27.4,32.7,235,240,NA,NA,1,0
9,20,2001,12:50,1207-72656,Red-tailed,I,NA,390,1195,27.6,33,222,228,NA,NA,1,0.5
9,30,2001,12:33,1207-72657,Red-tailed,A,NA,389,1165,29,33.1,223,226,NA,NA,2,0
10,5,2001,14:29,1177-04680,Red-tailed,I,NA,378,235,25.4,30.7,223,231,NA,NA,1,0.5
10,9,2001,14:58,1207-72658,Red-tailed,A,NA,385,1085,27.5,30.8,216,226,NA,NA,2,0.5
10,14,2001,9:36,1177-04681,Red-tailed,I,NA,369,970,26.1,30.4,207,212,NA,NA,2.5,0
10,14,2001,10:27,1177-04682,Red-tailed,I,NA,378,1030,28.5,31.9,218,223,NA,NA,2,0
10,14,2001,11:52,1177-04683,Red-tailed,I,NA,373,1015,25.5,29.6,215,335,NA,NA,2.5,0
10,14,2001,12:20,1177-04684,Red-tailed,A,NA,419,1030,29.2,31.5,224,229,NA,NA,2.5,0
10,14,2001,14:12,1177-04685,Red-tailed,I,NA,414,1215,26.4,29.2,242,232,NA,NA,2,0
10,17,2001,12:59,1177-04686,Red-tailed,I,NA,404,1170,28.4,32.8,237,240,NA,NA,1,0
10,18,2001,10:35,1207-72659,Red-tailed,I,NA,379,1435,27.4,32.7,221,221,NA,NA,3,0
10,18,2001,12:00,1207-72660 ,Red-tailed,I,NA,407,1235,30.1,35.8,243,246,NA,NA,2,0
10,18,2001,12:42,1177-04689,Red-tailed,I,NA,376,1055,29.5,32.2,222,220,NA,NA,3,0
10,18,2001,13:56,1177-04688,Red-tailed,I,NA,380,1105,22,30.8,208,212,NA,NA,2,0.5
10,18,2001,15:30,1207-72661,Red-tailed,I,NA,408,1390,28.4,32.7,245,243,NA,NA,1,0.75
10,19,2001,12:42,1177-04690,Red-tailed,A,NA,374,1080,26.5,31.3,206,214,NA,NA,3,0
10,21,2001,12:48,1177-04691,Red-tailed,I,NA,376,910,26.1,32.2,220,224,NA,NA,2,0
10,23,2001,12:24,1807-66307,Red-tailed,I,NA,370,845,25,27.4,217,220,NA,NA,2,0
10,25,2001,10:29,1807-66308,Red-tailed,I,NA,363,865,25.6,27.3,210,211,NA,NA,3,0
10,25,2001,11:50,1177-04692,Red-tailed,I,NA,372,2030,26.2,30.2,196,204,NA,NA,3,0
10,25,2001,12:55,1807-66309,Red-tailed,A,NA,378,960,24.6,30,206,214,NA,NA,3,0
10,26,2001,13:00,1177-04694,Red-tailed,I,NA,361,970,26.3,30.7,218,219,NA,NA,2,0
10,28,2001,10:46,1177-04695,Red-tailed,A,NA,389,1265,26.6,30.6,210,217,NA,NA,3,0.25
10,28,2001,11:37,1207-72662,Red-tailed,A,NA,404,1300,29.4,32.8,224,229,NA,NA,4,0
11,6,2001,13:05,1177-04696,Red-tailed,A,NA,395,1170,25.8,30.5,218,225,NA,NA,3,0.25
11,7,2001,11:15,1177-04697,Red-tailed,I,NA,368,1075,27.7,31.7,213,222,NA,NA,3,0
11,9,2001,9:40,1177-04700,Red-tailed,I,NA,401,965,25.8,29.1,235,241,NA,NA,2,0
11,9,2001,10:40,1807-53134,Red-tailed,I,NA,355,785,22.7,25,206,212,NA,NA,2,0.75
11,10,2001,10:27,1177-04701,Red-tailed,A,NA,377,1095,25.6,31.7,206,210,NA,NA,3,0
11,19,2001,9:48,1177-04702,Red-tailed,A,NA,277,1500,29.7,32.1,207,217,NA,NA,4,0
11,19,2001,14:05,1207-72663,Red-tailed,A,NA,435,1595,27.4,34.5,230,233,NA,NA,3,0.25
9,4,2002,10:00,1177-04703,Red-tailed,I,NA,372,985,25.4,31,224,227,NA,NA,3,0
9,8,2002,12:20,1177-04704,Red-tailed,I,NA,390,240,25.2,29.3,218,215,NA,NA,2,0.25
9,8,2002,12:44,1177-04705,Red-tailed,I,NA,359,875,26,31.1,215,220,NA,NA,2,0
9,10,2002,12:39,1177-04706,Red-tailed,I,NA,393,1225,29,33.4,226,224,NA,NA,2,0
9,12,2002,10:13,1207-72664,Red-tailed,I,NA,402,1255,30.6,34.6,242,243,NA,NA,3,0.25
9,12,2002,11:51,1177-04707,Red-tailed,I,NA,362,950,26.8,30.7,212,219,NA,NA,2,0
9,16,2002,13:14,1807-53135,Red-tailed,A,NA,359,895,27.5,30.1,201,219,NA,NA,2,0.25
9,21,2002,13:38,1207-72665,Red-tailed,I,NA,362,1305,28.2,34.3,234,235,NA,NA,2,1
9,22,2002,10:50,1177-04708,Red-tailed,I,NA,375,975,27.2,31.8,220,226,NA,NA,2,0
9,22,2002,11:57,1177-04709,Red-tailed,I,NA,388,1185,28.9,34.3,225,226,NA,NA,3,0
9,22,2002,13:47,1177-04710,Red-tailed,I,NA,392,1030,26.1,30.5,214,215,NA,NA,2,0
9,22,2002,14:29,1207-72666,Red-tailed,I,NA,412,1215,28.7,34.1,230,237,NA,NA,2,0
9,23,2002,13:15,1177-04711,Red-tailed,I,NA,371,1075,26.9,32.8,220,220,NA,NA,2,0
9,24,2002,12:50,1807-53136,Red-tailed,I,NA,391,795,24.3,27.6,209,210,NA,NA,3,0
9,25,2002,12:36,1177-04712,Red-tailed,I,NA,385,1225,27.8,32,225,228,NA,NA,3,0
9,29,2002,10:10,1177-04713,Red-tailed,I,NA,370,920,26.3,32,226,230,NA,NA,2,0
9,29,2002,12:52,1207-72667,Red-tailed,I,NA,400,1315,29.6,34,230,238,NA,NA,2,1
9,30,2002,11:45,1207-72668,Red-tailed,I,NA,395,1155,29.9,34.4,233,230,NA,NA,2,0
9,30,2002,12:46,1207-72669,Red-tailed,I,NA,403,1160,29,32.3,235,236,NA,NA,3,0.25
10,3,2002,9:58,1177-04714,Red-tailed,I,NA,386,955,27.9,30.4,226,239,NA,NA,3,0
10,5,2002,13:30,1177-04715,Red-tailed,I,NA,361,1030,27,30.5,231,233,NA,NA,2,0
10,6,2002,10:43,1177-04716,Red-tailed,I,NA,377,1040,28.1,30.9,225,231,NA,NA,2,0
10,6,2002,12:03,1807-53137,Red-tailed,I,NA,361,910,24.3,27.5,205,210,NA,NA,3,0
10,6,2002,12:34,1177-04717,Red-tailed,I,NA,375,1005,26,32.5,226,234,NA,NA,2,0
10,7,2002,13:29,1207-72670,Red-tailed,I,NA,401,1250,28.2,35.3,230,235,NA,NA,2.5,0
10,10,2002,11:36,1177-04718,Red-tailed,I,NA,407,1275,27.5,33.7,238,245,NA,NA,2,0
10,13,2002,10:42,1177-04719,Red-tailed,I,NA,375,1030,26.9,31.3,217,226,NA,NA,2,0
10,13,2002,11:33,1177-04720,Red-tailed,A,NA,406,1290,29.3,33.3,227,226,NA,NA,2,0
10,14,2002,9:50,1177-04721,Red-tailed,I,NA,386,1020,26.9,31.6,230,231,NA,NA,2,0
10,14,2002,12:59,1177-04722,Red-tailed,I,NA,378,1055,26.5,29.9,217,226,NA,NA,3,0
10,17,2002,9:46,1177-04723,Red-tailed,I,NA,379,1010,25,29.3,216,230,NA,NA,2,0
10,18,2002,10:00,1177-04724,Red-tailed,I,NA,364,1015,24.9,29.5,215,219,NA,NA,2,0.5
10,18,2002,12:50,1177-04725,Red-tailed,A,NA,350,1115,29.5,30.3,199,204,NA,NA,2,0.33
10,18,2002,13:10,1207-7267,Red-tailed,I,NA,380,1320,26.7,31.6,210,216,NA,NA,3,0
10,19,2002,10:34,1207-72672,Red-tailed,A,NA,395,1180,30.3,33.4,217,222,NA,NA,3,0
10,19,2002,11:22,1177-04726,Red-tailed,I,NA,372,1145,25.9,32.2,212,225,NA,NA,3.5,0.4
10,19,2002,13:22,1177-04727,Red-tailed,I,NA,376,995,28,30.2,223,228,NA,NA,2,0
10,20,2002,13:24,1177-04728,Red-tailed,I,NA,367,1045,26.1,30.5,215,221,NA,NA,2,0.25
10,21,2002,13:55,1807-53138,Red-tailed,I,NA,366,935,25.7,27.1,218,222,NA,NA,3,0.33
10,23,2002,12:56,1177-04729,Red-tailed,I,NA,386,1065,26.1,31,221,229,NA,NA,2,0.25
10,26,2002,12:45,1177-04730,Red-tailed,I,NA,375,1110,27.7,31.3,215,217,NA,NA,3,0
10,30,2002,12:40,1177-04731,Red-tailed,A,NA,405,1255,27.9,31.8,218,225,NA,NA,3,0
10,31,2002,10:18,1177-04732,Red-tailed,A,NA,371,1015,24.9,28.4,204,208,NA,NA,2,0
10,31,2002,12:15,1177-04733,Red-tailed,I,NA,350,960,26.6,29.9,218,224,NA,NA,2,0
11,1,2002,10:50,1177-04734,Red-tailed,A,NA,368,1090,27.3,30.4,216,220,NA,NA,2,0
11,2,2002,10:48,1177-04735,Red-tailed,I,NA,372,1085,25.4,29.8,220,220,NA,NA,2,0
11,2,2002,11:00,1177-04736,Red-tailed,I,NA,396,1065,27.7,30,230,235,NA,NA,3,0
11,2,2002,11:18,1177-04737,Red-tailed,I,NA,365,1125,26.9,29.3,213,220,NA,NA,3.5,0
11,3,2002,11:36,1177-04738,Red-tailed,I,NA,374,1050,25.5,30.3,220,225,NA,NA,2,0
11,6,2002,12:06,1177-04739,Red-tailed,I,NA,372,980,26.4,29,215,215,NA,NA,1.5,0
11,6,2002,14:06,1177-04740,Red-tailed,I,NA,376,1180,24.4,30.7,214,218,NA,NA,2,0
11,7,2002,11:58,1177-04741,Red-tailed,I,NA,369,1095,26.6,28.4,215,220,NA,NA,2,0
11,7,2002,12:28,1207-72673,Red-tailed,A,NA,391,1330,26.8,30.1,217,220,NA,NA,2,0
11,8,2002,11:45,1177-0472,Red-tailed,A,NA,397,1100,22.1,28.8,219,215,NA,NA,2,0
11,8,2002,14:29,1177-0473,Red-tailed,I,NA,366,1115,27.1,21,215,219,NA,NA,2,0.75
11,10,2002,11:35,1207-72674,Red-tailed,A,NA,385,1400,30.3,33.3,211,220,NA,NA,3,0
11,10,2002,12:35,1177-0744,Red-tailed,I,NA,400,1175,27.6,32.6,234,235,NA,NA,2,0
9,5,2003,10:38,1177-0745,Red-tailed,A,NA,365,970,25.9,31.6,208,215,NA,NA,3,0
9,16,2003,12:55,1207-72675,Red-tailed,I,NA,384,1260,28.6,32.5,226,226,NA,NA,2.5,0
9,20,2003,12:04,1207-99560,Red-tailed,A,NA,396,1195,27,23.8,228,225,NA,NA,2,0
9,20,2003,13:35,1177-04746,Red-tailed,I,NA,391,1035,27.9,33.1,221,226,NA,NA,2,0
9,23,2003,10:44,1207-72676,Red-tailed,I,NA,393,1155,28.3,30.9,223,230,NA,NA,2,0
9,23,2003,11:16,1207-72677,Red-tailed,I,NA,397,1260,27.8,32.9,232,231,NA,NA,3,0
9,25,2003,13:08,1177-04747,Red-tailed,I,NA,384,1010,26.8,31.1,230,235,NA,NA,2,0.5
9,25,2003,13:30,1177-04748,Red-tailed,I,NA,385,990,26,29.6,225,229,NA,NA,3,0
9,17,2003,9:18,1177-04749,Red-tailed,I,NA,379,945,24.5,31.3,224,231,NA,NA,2.5,0
9,29,2003,11:20,1177-04750,Red-tailed,I,NA,367,970,26.4,30.5,215,215,NA,NA,3,0
9,29,2003,12:02,1207-72678,Red-tailed,I,NA,396,1240,28.9,32.8,237,245,NA,NA,3,0
9,29,2003,15:55,1207-72679,Red-tailed,I,NA,428,1290,28.4,33.9,253,256,NA,NA,2,0
10,1,2003,11:53,1177-04751,Red-tailed,A,NA,364,1150,26.1,28.2,196,202,NA,NA,2,0
10,1,2003,13:40,1177-04752,Red-tailed,I,NA,370,960,25.4,30.4,217,224,NA,NA,2,0
10,1,2003,14:30,1207-72680,Red-tailed,I,NA,400,1130,28.3,29.4,227,230,NA,NA,2,0
10,3,2003,9:18,1177-04753,Red-tailed,I,NA,375,925,25.4,28.6,220,226,NA,NA,1,0
10,3,2003,14:43,1207-72681,Red-tailed,I,NA,398,1205,27.6,33.4,227,235,NA,NA,2,0
10,4,2003,11:04,1177-04754,Red-tailed,I,NA,385,1040,27.2,31.5,238,245,NA,NA,2,0
10,7,2003,10:46,1807-53139,Red-tailed,I,NA,376,860,25.6,30,220,227,NA,NA,2,0
10,7,2003,11:17,1177-04755,Red-tailed,I,NA,360,935,25.8,30,212,221,NA,NA,3,0
10,7,2003,11:42,1177-04756,Red-tailed,A,NA,372,1010,24.3,29,197,203,NA,NA,1,0
10,7,2003,11:58,1207-72682,Red-tailed,I,NA,400,1285,29.7,33.5,230,237,NA,NA,2,0
10,7,2003,12:49,1807-53140,Red-tailed,I,NA,370,830,23.6,27.8,233,231,NA,NA,2,0
10,8,2003,11:08,1207-72683,Red-tailed,I,NA,403,1350,28,32.8,140,245,NA,NA,2,0
10,8,2003,12:28,1177-04757,Red-tailed,I,NA,375,1010,25,30.8,218,222,NA,NA,2,1
10,8,2003,14:48,1177-04758,Red-tailed,I,NA,373,960,27.7,32.5,222,225,NA,NA,2,0
10,10,2003,11:43,1177-04759,Red-tailed,I,NA,385,1370,26.4,29.2,233,235,NA,NA,3,0
10,12,2003,12:10,1207-72684,Red-tailed,I,NA,392,1250,28.6,32.9,222,229,NA,NA,2,0.25
10,12,2003,13:15,1807-53141,Red-tailed,I,NA,372,915,24.7,28.2,203,NA,NA,NA,3,0.5
10,13,2003,12:00,1177-04760,Red-tailed,I,NA,375,850,25,28,218,226,NA,NA,2,0
10,13,2003, ,1207-72685,Red-tailed,I,NA,415,1285,29.4,34,242,242,NA,NA,2,0.25
10,14,2003,12:24,1177-04761,Red-tailed,A,NA,380,1005,27,31.6,205,214,NA,NA,2,0
10,18,2003,12:45,788-36611,Red-tailed,A,NA,411,1220,28.1,32.7,236,245,NA,NA,2,0
10,21,2003,11:35,1207-72686,Red-tailed,I,NA,393,1265,28.3,32.7,233,236,NA,NA,2,0
10,21,2003,13:02,1177-04762,Red-tailed,I,NA,370,1020,24.6,30,211,215,NA,NA,2,0
10,25,2003,11:07,1177-04763,Red-tailed,I,NA,365,895,24.5,28.9,217,221,NA,NA,1,0
10,25,2003,11:53,1177-04764,Red-tailed,I,NA,371,1160,25.7,28.4,218,224,NA,NA,3,0
10,25,2003,12:47,1207-72687,Red-tailed,I,NA,400,1585,29,33.8,241,248,NA,NA,4,0.25
10,25,2003,12:55,1177-04765,Red-tailed,A,NA,382,1140,24.9,31.6,218,222,NA,NA,2,0
10,25,2003,13:27,1807-53142,Red-tailed,A,NA,371,1115,25.3,29.2,208,214,NA,NA,3,0.25
10,25,2003,13:40,1177-04766,Red-tailed,A,NA,370,1145,25.4,30.2,212,215,NA,NA,2,0
10,26,2003,12:15,1177-04767,Red-tailed,A,NA,347,990,25.3,29.8,203,206,NA,NA,1,0
10,30,2003,10:40,1177-04768,Red-tailed,I,NA,363,945,24.5,NA,218,229,NA,NA,2,0
10,30,2003,13:35,1177-04769,Red-tailed,A,NA,392,1030,26.3,28.1,196,201,NA,NA,2,0.5
11,6,2003,13:02,1177-04770,Red-tailed,I,NA,365,990,26.4,30,217,226,NA,NA,2,0
11,7,2003,12:30,1177-04771,Red-tailed,A,NA,387,1065,28,32.7,212,218,NA,NA,2,0.25
11,7,2003,13:45,1177-04772,Red-tailed,I,NA,400,1050,26.1,29.7,237,246,NA,NA,3,0.25
11,8,2003,13:01,1801-53143,Red-tailed,I,NA,362,840,23.2,26.1,206,216,NA,NA,2,0
11,13,2003,14:00,1177-04773,Red-tailed,A,NA,370,1000,26.9,31.4,201,206,NA,NA,2,0
11,17,2003,10:19,1177-04774,Red-tailed,A,NA,360,1325,26.2,30.6,224,230,NA,NA,4,0.75
11,18,2003,13:29,1177-04775,Red-tailed,A,NA,366,945,25.3,27.2,199,205,NA,NA,2,0
11,18,2003,13:45,1177-04776,Red-tailed,A,NA,402,1350,28.7,31,219,214,NA,NA,3,0
11,18,2003,14:07,1207-53144,Red-tailed,I,NA,366,805,23.5,25.7,217,222,NA,NA,1.5,0.25
11,18,2003,14:44,1177-04777,Red-tailed,I,NA,380,1525,26,27.6,224,227,NA,NA,3,0
11,19,2003,12:02,1807-53145,Red-tailed,I,NA,360,790,21.9,27.6,211,215,NA,NA,2,0
11,20,2003,9:56,1177-04778,Red-tailed,I,NA,369,860,25.2,28,207,210,NA,NA,2,0
11,20,2003,13:30,1207-53145,Red-tailed,A,NA,199,1290,28.7,32.1,222,226,NA,NA,1,0
9,27,1992,11:15,1253-98801,Sharp-shinned,I,F,205,170,12.5,14.3,157,NA,NA,NA,NA,NA
10,23,1992,16:05,1173-19901,Sharp-shinned,I,M,173,100,NA,NA,130,NA,NA,NA,NA,NA
10,27,1992,10:05,1253-98802,Sharp-shinned,I,F,205,180,11.7,15,164,NA,NA,NA,NA,NA
9,13,1993,14:25,173-19904,Sharp-shinned,I,M,193,100,9.3,101,144,NA,NA,NA,NA,NA
9,17,1993,15:25,193-19905,Sharp-shinned,I,M,171,88,9.7,11.5,136,NA,NA,NA,NA,NA
9,29,1993,10:25,1253-98803,Sharp-shinned,I,F,202,134,12.4,13.7,158,NA,NA,NA,NA,NA
10,11,1993,11:35,1173-19906,Sharp-shinned,I,M,158,100,10.8,10.5,122,NA,NA,NA,NA,NA
10,13,1993,9:23,1173-19907,Sharp-shinned,A,M,176,100,9.8,11.1,133,NA,NA,NA,NA,NA
10,14,1993,14:05,1373-35272,Sharp-shinned,A,F,194,NA,11.4,14.2,154,NA,NA,NA,NA,NA
9,8,1994,12:10,1423-16201,Sharp-shinned,I,F,205,194,12.6,14.4,155,NA,NA,NA,NA,NA
9,9,1994,9:02,2003-58433,Sharp-shinned,I,F,204,159,12.5,14.8,152,NA,NA,NA,NA,NA
9,9,1994,10:47,872-09611,Sharp-shinned,I,M,170,90,9.5,11.3,135,NA,NA,NA,NA,NA
9,20,1994,9:05,2003-58435,Sharp-shinned,A,F,208,168,12.7,14.8,155,NA,NA,NA,NA,NA
9,20,1994,9:33,2003-58436,Sharp-shinned,I,F,208,146,11.8,14.9,160,NA,NA,NA,NA,NA
9,20,1994,11:04,1423-16203,Sharp-shinned,I,M,175,108,10,11.5,137,NA,NA,NA,NA,NA
9,20,1994,12:10,1423-16204,Sharp-shinned,I,M,166,94,9.5,11.3,127,NA,NA,NA,NA,NA
9,20,1994,14:00,2003-58437,Sharp-shinned,A,F,198,188,12.2,143,150,NA,NA,NA,NA,NA
9,29,1994,14:45,2003-58438,Sharp-shinned,I,F,200,154,12.4,14.4,150,NA,NA,NA,NA,NA
9,26,1994,10:28,872-09612,Sharp-shinned,I,M,169,94,9,10.2,129,NA,NA,NA,NA,NA
9,27,1994,11:55,1423-16205,Sharp-shinned,I,M,177,91,10.2,11.3,133,NA,NA,NA,NA,NA
10,3,1994,11:13,872-09613,Sharp-shinned,I,M,170,89,8.6,11,136,NA,NA,NA,NA,NA
10,3,1994,13:07,872-09614,Sharp-shinned,A,M,177,97,10,11.3,137,NA,NA,NA,NA,NA
10,5,1994,11:55,872-09615,Sharp-shinned,A,M,170,93,10.1,11.2,126,NA,NA,NA,NA,NA
10,5,1994,16:00,872-09616,Sharp-shinned,I,M,173,103,9.7,19.4,137,NA,NA,NA,NA,NA
10,6,1994,10:45,2003-58439,Sharp-shinned,I,F,209,151,12.2,13.9,160,NA,NA,NA,NA,NA
10,6,1994,11:23,872-09617,Sharp-shinned,I,M,177,101,10.3,12.1,140,NA,NA,NA,NA,NA
10,10,1994,15:07,872-09618,Sharp-shinned,I,M,179,95,10.8,11.6,133,NA,NA,NA,NA,NA
10,11,1994,8:52,872-09619,Sharp-shinned,I,M,172,89,9.4,10.8,136,NA,NA,NA,NA,NA
10,11,1994,12:36,2003-58440,Sharp-shinned,A,F,202,195,12.4,14.1,151,NA,NA,NA,NA,NA
10,12,1994,11:15,1423-16206,Sharp-shinned,I,M,174,93,9.5,11,131,NA,NA,NA,NA,NA
10,19,1994,9:08,872-09620,Sharp-shinned,I,M,171,100,19.1,11.5,134,NA,NA,NA,NA,NA
10,21,1994,10:12,2003-58441,Sharp-shinned,I,F,204,168,12.1,14.3,155,NA,NA,NA,NA,NA
10,22,1994,14:45,1423-16207,Sharp-shinned,I,F,197,211,11.5,13.9,150,NA,NA,NA,NA,NA
10,24,1994,9:05,1423-16208,Sharp-shinned,I,F,209,196,12.1,14.6,164,NA,NA,NA,NA,NA
10,25,1994,10:25,2003-58442,Sharp-shinned,I,F,209,176,11.7,15.1,159,NA,NA,NA,NA,NA
10,25,1994,14:19,1423-11209,Sharp-shinned,A,F,204,180,12.3,15.2,160,NA,NA,NA,NA,NA
10,26,1994,9.12,1423-16210,Sharp-shinned,I,F,204,164,12.3,14.3,157,NA,NA,NA,NA,NA
10,26,1994,10:29,2003-58443,Sharp-shinned,I,F,209,158,12.2,14.4,160,NA,NA,NA,NA,NA
10,27,1994,9:15,2003-58444,Sharp-shinned,I,F,209,169,12.1,14.5,164,NA,NA,NA,NA,NA
11,7,1994,12:47,1423-16211,Sharp-shinned,I,F,213,190,12.2,15.5,160,NA,NA,NA,NA,NA
11,9,1994,9:46,872-09621,Sharp-shinned,I,M,172,105,10,10.8,125,NA,NA,NA,NA,NA
11,11,1994,10:00,1423-16212,Sharp-shinned,I,F,204,190,11.8,13.9,154,NA,NA,NA,NA,NA
11,11,1994,15:01,1423-16213,Sharp-shinned,I,F,201,206,12.1,13.5,151,NA,NA,NA,NA,NA
11,11,1994,15:23,1423-16214,Sharp-shinned,I,F,202,195,12.1,14.8,158,NA,NA,NA,NA,NA
9,13,1995,14:45,2003-59463,Sharp-shinned,I,F,200,160,10.2,13.2,153,NA,NA,NA,NA,NA
9,14,1995,10:05,972-09622,Sharp-shinned,I,M,179,105,10.1,11.3,131,NA,NA,NA,NA,NA
9,15,1995,9:40,2003-58464,Sharp-shinned,I,M,175,99,9.6,12.7,145,NA,NA,NA,NA,NA
9,15,1995,9:50,2003-58465,Sharp-shinned,I,F,203,165,12,14.4,165,NA,NA,NA,NA,NA
9,15,1995,11:05,2003-58466,Sharp-shinned,I,F,205,100,12,12.5,168,NA,NA,NA,NA,NA
9,17,1995,11:20,1343-78401,Sharp-shinned,I,F,213,125,11.5,14.4,156,NA,NA,NA,NA,NA
9,17,1995,14:58,1343-78402,Sharp-shinned,I,F,202,NA,NA,NA,164,NA,NA,NA,NA,NA
9,18,1995,14:20,1343-78403,Sharp-shinned,I,F,195,155,11.9,14.6,155,NA,NA,NA,NA,NA
9,26,1995,13:55,2003-58467,Sharp-shinned,I,F,203,150,11.5,13.9,159,NA,NA,NA,NA,NA
9,27,1995,9:40,2003-58468,Sharp-shinned,I,F,201,130,11.7,14.4,156,NA,NA,NA,NA,NA
10,1,1995,10:15,1423-16221,Sharp-shinned,I,M,178,90,10.9,12.1,145,NA,NA,NA,NA,NA
10,12,1995,10:37,1204-45807,Sharp-shinned,I,F,215,180,14.1,12.7,132,NA,NA,NA,NA,NA
10,17,1995,11:10,1423-16223,Sharp-shinned,A,M,171,90,9.9,11.9,138,NA,NA,NA,NA,NA
10,23,1995,10:30,2003-58469,Sharp-shinned,I,F,202,150,11.7,14.1,153,NA,NA,NA,NA,NA
10,23,1995,12:20,1343-78405,Sharp-shinned,I,F,204,180,11.5,12.4,186,NA,NA,NA,NA,NA
10,10,1996,11:07,1204-45808,Sharp-shinned,I,M,195,150,12.3,14.6,178,NA,NA,NA,NA,NA
9,9,1997,13:06,2003-58576,Sharp-shinned,I,F,191,157,12,13.8,158,162,57,2,2,0
9,10,1997,10:39,1423-16276,Sharp-shinned,I,M,161,98,10.3,11.7,133,137,48.4,1,2,0.25
9,11,1997,10:05,1423-16277,Sharp-shinned,I,M,156,94,9.9,11.4,125,129,48.6,1,2,0.25
9,12,1997,11:00,2003-58577,Sharp-shinned,I,F,191,155,16.5,14.4,158,161,54.3,0,1,0
9,14,1997,10:46,2003-58578,Sharp-shinned,I,F,198,181,12.5,14.1,159,164,56,2,2,0
9,14,1997,12:35,872-09631,Sharp-shinned,I,M,160,92,9.8,11,132,135,48.3,2,1,0
9,17,1997,12:26,872-09633,Sharp-shinned,I,M,164,98,10.1,11.4,136,138,50.5,2,1,0
9,18,1997,11:16,872-09634,Sharp-shinned,I,M,163,100,10.4,11.2,137,139,44.5,1,1,0.25
9,18,1997,14:33,1423-16228,Sharp-shinned,I,F,193,186,12.8,14,155,159,57.6,3,2,0.25
9,19,1997,13:05,1423-16229,Sharp-shinned,I,F,190,164,11.9,14.5,155,160,57.5,2,1,0
9,20,1997,10:30,972-04635,Sharp-shinned,I,M,165,98,10.1,11.4,138,142,50.2,0,1,0
9,21,1997,10:56,972-09636,Sharp-shinned,I,M,162,NA,NA,NA,130,NA,NA,2,1,0.25
9,21,1997,11:42,1426-16230,Sharp-shinned,A,F,198,158,12.1,14.5,154,160,55,0,1,0
9,23,1997,12:00,1423-16231,Sharp-shinned,I,F,157,92,9.8,14.7,132,160,55,1,1,0
9,23,1997,12:13,872-09638,Sharp-shinned,I,M,260,550,19.5,11.2,215,136,49.8,1,0,0
9,26,1997,10:10,1423-16233,Sharp-shinned,I,F,259,439,18.8,15.2,218,171,57,0,0,0
9,26,1997,13:35,1423-16232,Sharp-shinned,I,F,165,92,9.7,14.6,135,162,56.5,2,1,0
9,26,1997,13:36,872-09639,Sharp-shinned,I,M,370,1094,27.3,11.5,221,139,47.7,1,0,0
10,2,1997,13:17,1423-16234,Sharp-shinned,I,F,201,185,13.1,14.5,162,167,58.1,1,1,0
10,6,1997,12:01,1423-16235,Sharp-shinned,I,M,193,181,12.8,11.5,150,152,52.4,0,0,0
10,10,1997,12:10,1423-16236,Sharp-shinned,A,F,170,177,12.3,14.4,155,165,54.6,3,2,0
10,17,1997,10:00,1423-16238,Sharp-shinned,I,M,230,162,12.3,13.8,149,153,52.5,0,0,0
10,20,1997,12:34,1423-16239,Sharp-shinned,I,M,168,175,12.9,14,158,167,55.9,2,2,0
10,21,1997,12:16,1423-16278,Sharp-shinned,I,M,172,98,8.7,10.9,148,148,53.4,1,0,0
10,31,1997,11:50,872-09640,Sharp-shinned,I,M,168,102,9.6,11.9,138,136,50,2,1,0
11,1,1997,14:22,1423-16240,Sharp-shinned,I,F,199,196,12.4,15.2,158,163,56.5,2,2,NA
11,6,1997,11:22,1343-78476,Sharp-shinned,I,F,202,201,11.7,14.9,165,166,56.8,3,2,0
11,7,1997,11:26,1423-16241,Sharp-shinned,I,F,202,180,12.4,14.1,160,164,55.3,2,2,0
11,18,1997,11:25,872-09641,Sharp-shinned,I,M,170,113,10.6,11.1,139,141,54,0,1,0
10,8,1998,9:45,2003-58581,Sharp-shinned,A,F,205,156,10.8,14.1,144,NA,NA,NA,NA,NA
